name,categories,fragrance_notes,description,sizes,price_min,price_max,currency,in_stock,product_url,image_url,is_popular
Kahwa the victorious (Perfume),"Clone Perfumes, Premium Perfumes",,Kahwa the victorious Kahwa the victorious Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,false,https://alharamainperfumes.in/product/kahwa-the-victorious-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Greenwich village (Perfume),"Clone Perfumes, French, Premium Perfumes",,Greenwich village Greenwich village Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/greenwich-village-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Greenwich village (Attar ),"Clone Attar, French Attar, Premium Attars",,"Greenwich village Greenwich village Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/greenwich-village-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Ice 100 ML Pack EDP,100 ml pack,,Ice 100 ml pure perfume series pack by alharamain perfumes,,1200,1200,INR,false,https://alharamainperfumes.in/product/ice-100-ml-edp/,https://alharamainperfumes.in/wp-content/uploads/2025/07/WhatsApp-Image-2025-07-26-at-11.49.06-AM-4.jpeg,false
Bleu 100 ML Pack EDP,100 ml pack,,Bleu 100 ml pure perfume series pack by alharamain perfumes,,1500,1500,INR,true,https://alharamainperfumes.in/product/bleu-100-ml-edp/,https://alharamainperfumes.in/wp-content/uploads/2025/07/WhatsApp-Image-2025-07-26-at-11.49.06-AM-2.jpeg,false
Ultra man 100 ML Pack EDP,100 ml pack,,Ultra man 100 ml pure perfume series pack by alharamain perfumes,,1200,1200,INR,true,https://alharamainperfumes.in/product/ultra-man-100-ml-edp/,https://alharamainperfumes.in/wp-content/uploads/2025/07/WhatsApp-Image-2025-07-26-at-11.49.06-AM-1.jpeg,false
Vip Heroes 100 ML Pack EDP,100 ml pack,,Vip Heroes 100 ml pure perfume series pack by alharamain perfumes,,1200,1200,INR,true,https://alharamainperfumes.in/product/vip-heroes-100-ml-edp/,https://alharamainperfumes.in/wp-content/uploads/2025/07/WhatsApp-Image-2025-07-26-at-11.49.06-AM.jpeg,false
Jazz club (Perfume),"Clone Perfumes, French",,Jazz club Jazz club Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/jazz-club-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Jazz club (Attar),"Clone Attar, French Attar",,Jazz club Jazz club Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/jazz-club-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Immensite super (Perfume),"Clone Perfumes, Premium Perfumes",,Immensite super Immensite super Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/immensite-super-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Immensite super (Attar),"Clone Attar, French Attar, Premium Attars",,"Immensite super Immensite super Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/immensite-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Lafayette street (Perfume),"Clone Perfumes, French",,Lafayette street Lafayette street Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/lafayette-street-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Lafayette street (Attar),"Clone Attar, French Attar",,Lafayette street Lafayette street Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/lafayette-street-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Stronger with you Sandal(Perfume),"Clone Perfumes, French",,Stronger with you Sandal Stronger with you Sandal Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/stronger-with-you-sandalloose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Stronger with you Sandal (Attar),"Clone Attar, French Attar",,Stronger with you Sandal Stronger with you Sandal Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/stronger-with-you-sandal-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
New York nights (Attar),"Arabic Attar, Clone Attar",,New York nights New York nights Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/new-york-nights-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
New York nights (Perfume),"Clone Perfumes, French",,New York nights New York nights Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/new-york-nights-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Into the night (Attar),"Clone Attar, French Attar",,Into the night Into the night Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/into-the-night-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Bottled bold citrus (Perfume),"Clone Perfumes, French",,Bottled bold citrus Bottled bold citrus Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/bottled-bold-citrus-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Bottled bold citrus (Attar),"Clone Attar, French Attar",,Bottled bold citrus Bottled bold citrus Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/bottled-bold-citrus-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Bottled bold citrus super (Perfume),"Clone Perfumes, French",,Bottled bold citrus super Bottled bold citrus super Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/bottled-bold-citrus-super-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Bottled bold citrus super (Attar),"Clone Attar, French Attar, Premium Attars",,Bottled bold citrus super Bottled bold citrus super attar Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",200,800,INR,true,https://alharamainperfumes.in/product/bottled-bold-citrus-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Stronger with you oud (Perfume),"Clone Perfumes, French",,Stronger with you oud Stronger with you oud Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/stronger-with-you-oud-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Stronger with you oud (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"Stronger with you oud Stronger with you oud Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/stronger-with-you-oud-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Stronger with you absolutely (Attar),"Clone Attar, French Attar, Premium Attars",,Stronger with you absolutely Stronger with you absolutely Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/stronger-with-you-absolutely-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Stronger with you absolutely (Perfume),"Clone Perfumes, French",,Stronger with you absolutely Stronger with you absolutely Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/stronger-with-you-absolutely-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Stronger with you intensely (Perfume),"Clone Perfumes, French",,Stronger with you intensely Stronger with you intensely Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/stronger-with-you-intensely-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Stronger with you intensely (Attar),"Clone Attar, French Attar, Premium Attars",,Stronger with you intensely Stronger with you intensely Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/stronger-with-you-intensely-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Cactus Garden (Attar),"Clone Attar, French Attar",,Cactus Garden Cactus Garden Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",300,1200,INR,false,https://alharamainperfumes.in/product/cactus-garden-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Cactus Garden (Perfume),"Clone Perfumes, French",,"Cactus Garden Cactus Garden, Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",400,3500,INR,false,https://alharamainperfumes.in/product/cactus-garden-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Moody pack,30 ML Series,,Moody 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/moody-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/07/dafecf33-a983-4237-819e-c5690c4cbc92-5.jpeg,false
Resalah pack,30 ML Series,,Resalah 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/resalah-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/07/dafecf33-a983-4237-819e-c5690c4cbc92-4.jpeg,false
Khamrah pack,30 ML Series,,Khamrah 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,false,https://alharamainperfumes.in/product/khamrah-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/07/dafecf33-a983-4237-819e-c5690c4cbc92-3.jpeg,false
Wood Oud pack,30 ML Series,,Wood Oud 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/wood-oud-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/07/dafecf33-a983-4237-819e-c5690c4cbc92-2.jpeg,false
Intense cafe mont (Perfume),"Clone Perfumes, French",,Intense cafe mont Intense cafe mont Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/intense-cafe-mont-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Intense cafe mont (Attar),"Clone Attar, French Attar, Premium Attars",,Intense cafe mont Intense cafe mont Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/intense-cafe-mont-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Silver pack,30 ML Series,,Silver 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/silver-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/07/dafecf33-a983-4237-819e-c5690c4cbc92-1.jpeg,false
Sensation pack,30 ML Series,,Sensation 30 ml pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/sensation-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/07/dafecf33-a983-4237-819e-c5690c4cbc92.jpeg,false
Ventus pack,30 ML Series,,Ventus pack 30 mL pure perfume series pack by alharamain perfumes,,300,300,INR,true,https://alharamainperfumes.in/product/ventus-pack/,https://alharamainperfumes.in/wp-content/uploads/2025/07/WhatsApp-Image-2025-05-19-at-3.25.07-PM.jpeg,false
city of stars (Perfume),"Clone Perfumes, French",,city of stars city of stars Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/city-of-stars-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
city of stars (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"city of stars city of stars Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/city-of-stars-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Hacivat (Attar),"Clone Attar, French Attar",,Hacivat Hacivat Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/hacivat-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Hacivat (Perfume),"Clone Perfumes, French",,Hacivat Hacivat Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/hacivat-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Promise super (Attar),"Clone Attar, French Attar, Premium Attars",,Promise super Promise super Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",500,2000,INR,true,https://alharamainperfumes.in/product/promise-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Promise super (Perfume),"Clone Perfumes, French, French Perfumes, Premium Perfumes",,Promise super Promise super Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",750,6000,INR,true,https://alharamainperfumes.in/product/promise-super-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
Perseus (Attar),"Clone Attar, French Attar",,Perseus Perseus Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/perseus-loose-attar-fragrance-2/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Perseus (Perfume),"Clone Perfumes, French",,Perseus Perseus Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,false,https://alharamainperfumes.in/product/perseus-loose-perfume-by-fragrance-2/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
LV Les Sables Roses for women and men (Perfume),"Clone Perfumes, French, French Perfumes",,LV Les Sables Roses for women and men LV Les Sables Roses for women and men Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",500,4000,INR,true,https://alharamainperfumes.in/product/lv-les-sables-roses-for-women-and-men-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,true
LV Les Sables Roses for women and men (Attar),"Clone Attar, French Attar",,LV Les Sables Roses for women and men LV Les Sables Roses for women and men Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",300,1200,INR,true,https://alharamainperfumes.in/product/lv-les-sables-roses-for-women-and-men-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Grapefruit fragrance (Attar),"Clone Attar, French Attar",,Grapefruit fragrance Grapefruit fragrance Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/grapefruit-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Grapefruit fragrance (Perfume),"Clone Perfumes, French",,Grapefruit fragrance Grapefruit fragrance Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/grapefruit-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Lemon fragrance (Perfume),"Clone Perfumes, French",,Lemon fragrance Lemon fragrance Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/lemon-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Lemon fragrance (Attar),"Clone Attar, French Attar",,Lemon fragrance Lemon fragrance Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/lemon-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Grape fragrance (Attar),"Clone Attar, French Attar",,Grape fragrance Grape fragrance Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/grape-fragrance-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Grape fragrance (Perfume),"Clone Perfumes, French",,Grape fragrance Grape fragrance Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/grape-fragrance-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Cinnamon fragrance oil (Perfume),"Clone Perfumes, French, Indian",,Cinnamon fragrance oil Cinnamon fragrance oil Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,false,https://alharamainperfumes.in/product/cinnamon-fragrance-oil-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Cinnamon fragrance oil (Attar),"Clone Attar, French Attar",,Cinnamon fragrance oil Cinnamon fragrance oil Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/cinnamon-fragrance-oil-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Clove fragrance oil (Attar),"Arabic Attar, Clone Attar",,Clove fragrance oil Clove fragrance oil Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,false,https://alharamainperfumes.in/product/clove-fragrance-oil-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Clove fragrance oil (Perfume),Clone Perfumes,,Clove fragrance oil Clove fragrance oil Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/clove-fragrance-oil-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Majestic special Oud (Perfume),"Clone Perfumes, Premium Perfumes",,Majestic special Oud Majestic special Oud Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/majestic-special-oud-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/12/Gemini_Generated_Image_lfqffylfqffylfqf-1.png,false
Majestic special Oud (Attar),"Arabic Attar, Clone Attar, Premium Attars",,"Majestic special Oud Majestic special Oud inspired fragrance Attar, Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/majestic-special-oud-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Rebel (Perfume),"Clone Perfumes, French",,Rebel Rebel Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/rebel-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Rebel (Attar),"Clone Attar, French Attar",,Rebel Rebel lavender rasas Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/rebel-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Valaya (Perfume),Clone Perfumes,,Valaya Valaya Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/valaya-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Valaya (Attar),"Clone Attar, French Attar",,Valaya Valaya Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/valaya-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Oud lavender rasas (Perfume),"Clone Perfumes, Indian",,Oud lavender rasas Oud lavender rasas Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/oud-lavender-rasas-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Oud lavender Rasasi (Attar),"Clone Attar, French Attar",,Oud lavender rasas Oud lavender rasas Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/oud-lavender-rasas-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Sedley (Attar),"Clone Attar, French Attar",,Sedley Sedley Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/sedley-loose-attar-fragrance-2/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Berry black super (Perfume),"Clone Perfumes, French",,Created by Al Haramain Perfumes Hyderabad,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/berry-black-super-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Percival (Perfume),"Clone Perfumes, French",,Percival Percival Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,true,https://alharamainperfumes.in/product/percival-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Berry black super (Attar),"Arabic Attar, Clone Attar",,Created by Al Haramain Perfumes Hyderabad,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/berry-black-super-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Sedley (Perfume),Clone Perfumes,,Sedley Sedley Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/sedley-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Percival (Attar),"Clone Attar, French Attar",,Percival Percival Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/sedley-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
This is her dream (Perfume),"Clone Perfumes, French",,This is her dream This is her dream perfume Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",100,800,INR,true,https://alharamainperfumes.in/product/this-is-her-dream-loose-perfume-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
This is her dream (Attar),"Clone Attar, French Attar",,This is her dream This is her dream. Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/this-is-her-dream-attarloose-attar-fragrance-2/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Happy cliniq pour fem (Perfume),"Clone Perfumes, French",,Happy cliniq pour fem Happy cliniq pour fem Created by Al Haramain Perfumes Hyderabad.,"10 ml, 25 ml, 50 ml, 100ml",150,1200,INR,false,https://alharamainperfumes.in/product/happy-cliniq-pour-fem-loose-perfume-by-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2021/04/IMG_5374-scaled.jpg,false
Happy cliniq pour fem (Attar),"Clone Attar, French Attar",,Happy cliniq pour fem Happy cliniq pour fem Created by Al Haramain Perfumes Hyderabad.,"3 ml, 6 ml, 12 ml",100,400,INR,false,https://alharamainperfumes.in/product/happy-cliniq-pour-fem-loose-attar-fragrance/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
